"legtype","agrarea","indic_ef","geo","time","values"
"TOTAL","TOTAL","AGRAREA_HA","FR30","2010",817990
"TOTAL","TOTAL","AGRAREA_HA","FR41","2010",1138400
"TOTAL","TOTAL","AGRAREA_HA","FR42","2010",336770
"TOTAL","TOTAL","AGRAREA_HA","FR43","2010",667190
"TOTAL","TOTAL","AGRAREA_HA","FR51","2010",2103390
"TOTAL","TOTAL","AGRAREA_HA","FR52","2010",1639840
"TOTAL","TOTAL","AGRAREA_HA","FR53","2010",1721280
"TOTAL","TOTAL","AGRAREA_HA","FR61","2010",1477320
"TOTAL","TOTAL","AGRAREA_HA","FR62","2010",2540090
"TOTAL","TOTAL","AGRAREA_HA","FR63","2010",838760
"TOTAL","TOTAL","AGRAREA_HA","FR71","2010",1516680
"TOTAL","TOTAL","AGRAREA_HA","FR72","2010",1469490
"TOTAL","TOTAL","AGRAREA_HA","FR81","2010",956590
"TOTAL","TOTAL","AGRAREA_HA","FR82","2010",815450
"TOTAL","TOTAL","AGRAREA_HA","FR83","2010",179940
"TOTAL","TOTAL","AGRAREA_HA","FR91","2010",31420
"TOTAL","TOTAL","AGRAREA_HA","FR92","2010",24980
"TOTAL","TOTAL","AGRAREA_HA","FR93","2010",25350
"TOTAL","TOTAL","AGRAREA_HA","FR94","2010",42810
"TOTAL","TOTAL","AGRAREA_HA","HR03","2010",220380
"TOTAL","TOTAL","AGRAREA_HA","HR04","2010",1095630
"TOTAL","TOTAL","AGRAREA_HA","HU10","2010",259570
"TOTAL","TOTAL","AGRAREA_HA","HU21","2010",531170
"TOTAL","TOTAL","AGRAREA_HA","HU22","2010",524370
"TOTAL","TOTAL","AGRAREA_HA","HU23","2010",689440
"TOTAL","TOTAL","AGRAREA_HA","HU31","2010",523270
"TOTAL","TOTAL","AGRAREA_HA","HU32","2010",1051090
"TOTAL","TOTAL","AGRAREA_HA","HU33","2010",1107420
"TOTAL","TOTAL","AGRAREA_HA","IE01","2010",2297670
"TOTAL","TOTAL","AGRAREA_HA","IE02","2010",2693680
"TOTAL","TOTAL","AGRAREA_HA","IS00","2010",1595670
"TOTAL","TOTAL","AGRAREA_HA","ITC1","2010",1010780
"TOTAL","TOTAL","AGRAREA_HA","ITC2","2010",55600
"TOTAL","TOTAL","AGRAREA_HA","ITC3","2010",43780
"TOTAL","TOTAL","AGRAREA_HA","ITC4","2010",986830
"TOTAL","TOTAL","AGRAREA_HA","ITF1","2010",453630
"TOTAL","TOTAL","AGRAREA_HA","ITF2","2010",197520
"TOTAL","TOTAL","AGRAREA_HA","ITF3","2010",549530
"TOTAL","TOTAL","AGRAREA_HA","ITF4","2010",1285290
"TOTAL","TOTAL","AGRAREA_HA","ITF5","2010",519130
"TOTAL","TOTAL","AGRAREA_HA","ITF6","2010",549250
"TOTAL","TOTAL","AGRAREA_HA","ITG1","2010",1387520
"TOTAL","TOTAL","AGRAREA_HA","ITG2","2010",1153690
"TOTAL","TOTAL","AGRAREA_HA","ITH1","2010",240540
"TOTAL","TOTAL","AGRAREA_HA","ITH2","2010",137220
"TOTAL","TOTAL","AGRAREA_HA","ITH3","2010",811440
"TOTAL","TOTAL","AGRAREA_HA","ITH4","2010",218440
"TOTAL","TOTAL","AGRAREA_HA","ITH5","2010",1064210
"TOTAL","TOTAL","AGRAREA_HA","ITI1","2010",754340
"TOTAL","TOTAL","AGRAREA_HA","ITI2","2010",326880
"TOTAL","TOTAL","AGRAREA_HA","ITI3","2010",471830
"TOTAL","TOTAL","AGRAREA_HA","ITI4","2010",638600
"TOTAL","TOTAL","AGRAREA_HA","LT00","2010",2742560
"TOTAL","TOTAL","AGRAREA_HA","LU00","2010",131110
"TOTAL","TOTAL","AGRAREA_HA","LV00","2010",1796290
"TOTAL","TOTAL","AGRAREA_HA","ME00","2010",221300
"TOTAL","TOTAL","AGRAREA_HA","MT00","2010",11450
"TOTAL","TOTAL","AGRAREA_HA","NL11","2010",162190
"TOTAL","TOTAL","AGRAREA_HA","NL12","2010",229080
"TOTAL","TOTAL","AGRAREA_HA","NL13","2010",149940
"TOTAL","TOTAL","AGRAREA_HA","NL21","2010",202620
"TOTAL","TOTAL","AGRAREA_HA","NL22","2010",238200
"TOTAL","TOTAL","AGRAREA_HA","NL23","2010",89310
"TOTAL","TOTAL","AGRAREA_HA","NL31","2010",66630
"TOTAL","TOTAL","AGRAREA_HA","NL32","2010",130690
"TOTAL","TOTAL","AGRAREA_HA","NL33","2010",134190
"TOTAL","TOTAL","AGRAREA_HA","NL34","2010",117990
"TOTAL","TOTAL","AGRAREA_HA","NL41","2010",251400
"TOTAL","TOTAL","AGRAREA_HA","NL42","2010",100100
"TOTAL","TOTAL","AGRAREA_HA","NO01","2010",78210
"TOTAL","TOTAL","AGRAREA_HA","NO02","2010",208120
"TOTAL","TOTAL","AGRAREA_HA","NO03","2010",192310
"TOTAL","TOTAL","AGRAREA_HA","NO04","2010",130100
"TOTAL","TOTAL","AGRAREA_HA","NO05","2010",143330
"TOTAL","TOTAL","AGRAREA_HA","NO06","2010",161960
"TOTAL","TOTAL","AGRAREA_HA","NO07","2010",91910
"TOTAL","TOTAL","AGRAREA_HA","PL11","2010",957060
"TOTAL","TOTAL","AGRAREA_HA","PL12","2010",1834790
"TOTAL","TOTAL","AGRAREA_HA","PL21","2010",565200
"TOTAL","TOTAL","AGRAREA_HA","PL22","2010",357310
"TOTAL","TOTAL","AGRAREA_HA","PL31","2010",1356740
"TOTAL","TOTAL","AGRAREA_HA","PL32","2010",569520
"TOTAL","TOTAL","AGRAREA_HA","PL33","2010",503000
"TOTAL","TOTAL","AGRAREA_HA","PL34","2010",1031750
"TOTAL","TOTAL","AGRAREA_HA","PL41","2010",1722000
"TOTAL","TOTAL","AGRAREA_HA","PL42","2010",897290
"TOTAL","TOTAL","AGRAREA_HA","PL43","2010",417700
"TOTAL","TOTAL","AGRAREA_HA","PL51","2010",909470
"TOTAL","TOTAL","AGRAREA_HA","PL52","2010",509060
"TOTAL","TOTAL","AGRAREA_HA","PL61","2010",1055670
"TOTAL","TOTAL","AGRAREA_HA","PL62","2010",1028820
"TOTAL","TOTAL","AGRAREA_HA","PL63","2010",731930
"TOTAL","TOTAL","AGRAREA_HA","PT11","2010",644030
"TOTAL","TOTAL","AGRAREA_HA","PT15","2010",88300
"TOTAL","TOTAL","AGRAREA_HA","PT16","2010",570000
"TOTAL","TOTAL","AGRAREA_HA","PT17","2010",87590
"TOTAL","TOTAL","AGRAREA_HA","PT18","2010",2152390
"TOTAL","TOTAL","AGRAREA_HA","PT20","2010",120410
"TOTAL","TOTAL","AGRAREA_HA","PT30","2010",5430
"TOTAL","TOTAL","AGRAREA_HA","RO11","2010",1808350
"TOTAL","TOTAL","AGRAREA_HA","RO12","2010",1627290
"TOTAL","TOTAL","AGRAREA_HA","RO21","2010",1940160
"TOTAL","TOTAL","AGRAREA_HA","RO22","2010",2194370
"TOTAL","TOTAL","AGRAREA_HA","RO31","2010",2333680
"TOTAL","TOTAL","AGRAREA_HA","RO32","2010",62450
"TOTAL","TOTAL","AGRAREA_HA","RO41","2010",1608410
"TOTAL","TOTAL","AGRAREA_HA","RO42","2010",1731410
"TOTAL","TOTAL","AGRAREA_HA","SE11","2010",94840
"TOTAL","TOTAL","AGRAREA_HA","SE12","2010",789860
"TOTAL","TOTAL","AGRAREA_HA","SE21","2010",502800
"TOTAL","TOTAL","AGRAREA_HA","SE22","2010",545800
"TOTAL","TOTAL","AGRAREA_HA","SE23","2010",655380
"TOTAL","TOTAL","AGRAREA_HA","SE31","2010",261230
"TOTAL","TOTAL","AGRAREA_HA","SE32","2010",106400
"TOTAL","TOTAL","AGRAREA_HA","SE33","2010",110000
"TOTAL","TOTAL","AGRAREA_HA","SI01","2010",343520
"TOTAL","TOTAL","AGRAREA_HA","SI02","2010",139130
"TOTAL","TOTAL","AGRAREA_HA","SK01","2010",75810
"TOTAL","TOTAL","AGRAREA_HA","SK02","2010",812180
"TOTAL","TOTAL","AGRAREA_HA","SK03","2010",466030
"TOTAL","TOTAL","AGRAREA_HA","SK04","2010",541480
"TOTAL","TOTAL","AGRAREA_HA","UKC1","2010",205130
"TOTAL","TOTAL","AGRAREA_HA","UKC2","2010",382920
"TOTAL","TOTAL","AGRAREA_HA","UKD1","2010",554930
"TOTAL","TOTAL","AGRAREA_HA","UKD3","2010",40720
"TOTAL","TOTAL","AGRAREA_HA","UKD4","2010",210630
"TOTAL","TOTAL","AGRAREA_HA","UKD6","2010",158500
"TOTAL","TOTAL","AGRAREA_HA","UKD7","2010",17970
"TOTAL","TOTAL","AGRAREA_HA","UKE1","2010",263640
"TOTAL","TOTAL","AGRAREA_HA","UKE2","2010",674350
"TOTAL","TOTAL","AGRAREA_HA","UKE3","2010",78930
"TOTAL","TOTAL","AGRAREA_HA","UKE4","2010",101890
"TOTAL","TOTAL","AGRAREA_HA","UKF1","2010",309770
"TOTAL","TOTAL","AGRAREA_HA","UKF2","2010",357990
"TOTAL","TOTAL","AGRAREA_HA","UKF3","2010",466680
"TOTAL","TOTAL","AGRAREA_HA","UKG1","2010",421480
"TOTAL","TOTAL","AGRAREA_HA","UKG2","2010",449120
"TOTAL","TOTAL","AGRAREA_HA","UKG3","2010",14330
"TOTAL","TOTAL","AGRAREA_HA","UKH1","2010",894570
"TOTAL","TOTAL","AGRAREA_HA","UKH2","2010",169330
"TOTAL","TOTAL","AGRAREA_HA","UKH3","2010",241880
"TOTAL","TOTAL","AGRAREA_HA","UKI2","2010",11270
"TOTAL","TOTAL","AGRAREA_HA","UKJ1","2010",354640
"TOTAL","TOTAL","AGRAREA_HA","UKJ2","2010",273590
"TOTAL","TOTAL","AGRAREA_HA","UKJ3","2010",231000
"TOTAL","TOTAL","AGRAREA_HA","UKJ4","2010",215050
"TOTAL","TOTAL","AGRAREA_HA","UKK1","2010",516110
"TOTAL","TOTAL","AGRAREA_HA","UKK2","2010",448790
"TOTAL","TOTAL","AGRAREA_HA","UKK3","2010",260970
"TOTAL","TOTAL","AGRAREA_HA","UKK4","2010",504410
"TOTAL","TOTAL","AGRAREA_HA","UKL1","2010",990050
"TOTAL","TOTAL","AGRAREA_HA","UKL2","2010",609600
"TOTAL","TOTAL","AGRAREA_HA","UKM2","2010",1288230
"TOTAL","TOTAL","AGRAREA_HA","UKM3","2010",813210
"TOTAL","TOTAL","AGRAREA_HA","UKM5","2010",454640
"TOTAL","TOTAL","AGRAREA_HA","UKM6","2010",2880860
"TOTAL","TOTAL","AGRAREA_HA","UKN0","2010",1013650
"TOTAL","TOTAL","AGRAREA_HA","AT11","2007",188430
"TOTAL","TOTAL","AGRAREA_HA","AT12","2007",918360
"TOTAL","TOTAL","AGRAREA_HA","AT13","2007",7990
"TOTAL","TOTAL","AGRAREA_HA","AT21","2007",290370
"TOTAL","TOTAL","AGRAREA_HA","AT22","2007",457020
"TOTAL","TOTAL","AGRAREA_HA","AT31","2007",556720
"TOTAL","TOTAL","AGRAREA_HA","AT32","2007",236520
"TOTAL","TOTAL","AGRAREA_HA","AT33","2007",435380
"TOTAL","TOTAL","AGRAREA_HA","AT34","2007",98330
"TOTAL","TOTAL","AGRAREA_HA","BE10","2007",310
"TOTAL","TOTAL","AGRAREA_HA","BE21","2007",89880
"TOTAL","TOTAL","AGRAREA_HA","BE22","2007",84590
"TOTAL","TOTAL","AGRAREA_HA","BE23","2007",151550
"TOTAL","TOTAL","AGRAREA_HA","BE24","2007",87680
"TOTAL","TOTAL","AGRAREA_HA","BE25","2007",210100
"TOTAL","TOTAL","AGRAREA_HA","BE31","2007",64690
"TOTAL","TOTAL","AGRAREA_HA","BE32","2007",219070
"TOTAL","TOTAL","AGRAREA_HA","BE33","2007",159820
"TOTAL","TOTAL","AGRAREA_HA","BE34","2007",146200
"TOTAL","TOTAL","AGRAREA_HA","BE35","2007",160560
"TOTAL","TOTAL","AGRAREA_HA","BG31","2007",614290
"TOTAL","TOTAL","AGRAREA_HA","BG32","2007",661130
"TOTAL","TOTAL","AGRAREA_HA","BG33","2007",655260
"TOTAL","TOTAL","AGRAREA_HA","BG34","2007",561280
"TOTAL","TOTAL","AGRAREA_HA","BG41","2007",193350
"TOTAL","TOTAL","AGRAREA_HA","BG42","2007",365420
"TOTAL","TOTAL","AGRAREA_HA","CH01","2007",158500
"TOTAL","TOTAL","AGRAREA_HA","CH02","2007",372930
"TOTAL","TOTAL","AGRAREA_HA","CH03","2007",83800
"TOTAL","TOTAL","AGRAREA_HA","CH04","2007",74180
"TOTAL","TOTAL","AGRAREA_HA","CH05","2007",218960
"TOTAL","TOTAL","AGRAREA_HA","CH06","2007",134330
"TOTAL","TOTAL","AGRAREA_HA","CH07","2007",13990
"TOTAL","TOTAL","AGRAREA_HA","CY00","2007",146000
"TOTAL","TOTAL","AGRAREA_HA","CZ01","2007",32140
"TOTAL","TOTAL","AGRAREA_HA","CZ02","2007",547530
"TOTAL","TOTAL","AGRAREA_HA","CZ03","2007",734840
"TOTAL","TOTAL","AGRAREA_HA","CZ04","2007",309750
"TOTAL","TOTAL","AGRAREA_HA","CZ05","2007",554610
"TOTAL","TOTAL","AGRAREA_HA","CZ06","2007",735350
"TOTAL","TOTAL","AGRAREA_HA","CZ07","2007",393040
"TOTAL","TOTAL","AGRAREA_HA","CZ08","2007",210810
"TOTAL","TOTAL","AGRAREA_HA","DE3_5_6","2007",24760
"TOTAL","TOTAL","AGRAREA_HA","DK01","2007",98570
"TOTAL","TOTAL","AGRAREA_HA","DK02","2007",480810
"TOTAL","TOTAL","AGRAREA_HA","DK03","2007",792320
"TOTAL","TOTAL","AGRAREA_HA","DK04","2007",801190
"TOTAL","TOTAL","AGRAREA_HA","DK05","2007",489700
"TOTAL","TOTAL","AGRAREA_HA","EE00","2007",906830
"TOTAL","TOTAL","AGRAREA_HA","EL11","2007",408870
"TOTAL","TOTAL","AGRAREA_HA","EL12","2007",732960
"TOTAL","TOTAL","AGRAREA_HA","EL13","2007",261050
"TOTAL","TOTAL","AGRAREA_HA","EL14","2007",456300
"TOTAL","TOTAL","AGRAREA_HA","EL21","2007",143600
"TOTAL","TOTAL","AGRAREA_HA","EL22","2007",94230
"TOTAL","TOTAL","AGRAREA_HA","EL23","2007",370580
"TOTAL","TOTAL","AGRAREA_HA","EL24","2007",377180
"TOTAL","TOTAL","AGRAREA_HA","EL25","2007",409670
"TOTAL","TOTAL","AGRAREA_HA","EL30","2007",51260
"TOTAL","TOTAL","AGRAREA_HA","EL41","2007",200120
"TOTAL","TOTAL","AGRAREA_HA","EL42","2007",120990
"TOTAL","TOTAL","AGRAREA_HA","EL43","2007",449410
"TOTAL","TOTAL","AGRAREA_HA","ES11","2007",748660
"TOTAL","TOTAL","AGRAREA_HA","ES12","2007",385060
"TOTAL","TOTAL","AGRAREA_HA","ES13","2007",285730
"TOTAL","TOTAL","AGRAREA_HA","ES21","2007",242780
"TOTAL","TOTAL","AGRAREA_HA","ES22","2007",588350
"TOTAL","TOTAL","AGRAREA_HA","ES23","2007",244760
"TOTAL","TOTAL","AGRAREA_HA","ES24","2007",2398270
"TOTAL","TOTAL","AGRAREA_HA","ES30","2007",343190
"TOTAL","TOTAL","AGRAREA_HA","ES41","2007",5471310
"TOTAL","TOTAL","AGRAREA_HA","ES42","2007",4468990
"TOTAL","TOTAL","AGRAREA_HA","ES43","2007",2700730
"TOTAL","TOTAL","AGRAREA_HA","ES51","2007",1166540
"TOTAL","TOTAL","AGRAREA_HA","ES52","2007",686570
"TOTAL","TOTAL","AGRAREA_HA","ES53","2007",194260
"TOTAL","TOTAL","AGRAREA_HA","ES61","2007",4508820
"TOTAL","TOTAL","AGRAREA_HA","ES62","2007",400220
"TOTAL","TOTAL","AGRAREA_HA","ES63","2007",0
"TOTAL","TOTAL","AGRAREA_HA","ES64","2007",0
"TOTAL","TOTAL","AGRAREA_HA","ES70","2007",58240
"TOTAL","TOTAL","AGRAREA_HA","FI13","2007",339500
"TOTAL","TOTAL","AGRAREA_HA","FI18","2007",813740
"TOTAL","TOTAL","AGRAREA_HA","FI19","2007",793230
"TOTAL","TOTAL","AGRAREA_HA","FI1A","2007",325880
"TOTAL","TOTAL","AGRAREA_HA","FI1B","2007",186810
"TOTAL","TOTAL","AGRAREA_HA","FI1C","2007",626930
"TOTAL","TOTAL","AGRAREA_HA","FI1D","2007",665380
"TOTAL","TOTAL","AGRAREA_HA","FI20","2007",19930
"TOTAL","TOTAL","AGRAREA_HA","FR10","2007",562470
"TOTAL","TOTAL","AGRAREA_HA","FR21","2007",1569030
"TOTAL","TOTAL","AGRAREA_HA","FR22","2007",1318030
"TOTAL","TOTAL","AGRAREA_HA","FR23","2007",787990
"TOTAL","TOTAL","AGRAREA_HA","FR24","2007",2296180
"TOTAL","TOTAL","AGRAREA_HA","FR25","2007",1224990
"TOTAL","TOTAL","AGRAREA_HA","FR26","2007",1758210
"TOTAL","TOTAL","AGRAREA_HA","FR30","2007",818700
"TOTAL","TOTAL","AGRAREA_HA","FR41","2007",1128060
"TOTAL","TOTAL","AGRAREA_HA","FR42","2007",332540
"TOTAL","TOTAL","AGRAREA_HA","FR43","2007",663440
"TOTAL","TOTAL","AGRAREA_HA","FR51","2007",2174460
"TOTAL","TOTAL","AGRAREA_HA","FR52","2007",1658100
"TOTAL","TOTAL","AGRAREA_HA","FR53","2007",1722340
"TOTAL","TOTAL","AGRAREA_HA","FR61","2007",1411170
"TOTAL","TOTAL","AGRAREA_HA","FR62","2007",2343860
"TOTAL","TOTAL","AGRAREA_HA","FR63","2007",856230
"TOTAL","TOTAL","AGRAREA_HA","FR71","2007",1482890
"TOTAL","TOTAL","AGRAREA_HA","FR72","2007",1499120
"TOTAL","TOTAL","AGRAREA_HA","FR81","2007",942970
"TOTAL","TOTAL","AGRAREA_HA","FR82","2007",656020
"TOTAL","TOTAL","AGRAREA_HA","FR83","2007",149030
"TOTAL","TOTAL","AGRAREA_HA","FR91","2007",34790
"TOTAL","TOTAL","AGRAREA_HA","FR92","2007",25330
"TOTAL","TOTAL","AGRAREA_HA","FR93","2007",16940
"TOTAL","TOTAL","AGRAREA_HA","FR94","2007",44030
"TOTAL","TOTAL","AGRAREA_HA","HR03","2007",114720
"TOTAL","TOTAL","AGRAREA_HA","HR04","2007",863960
"TOTAL","TOTAL","AGRAREA_HA","HU10","2007",303010
"TOTAL","TOTAL","AGRAREA_HA","HU21","2007",491960
"TOTAL","TOTAL","AGRAREA_HA","HU22","2007",472210
"TOTAL","TOTAL","AGRAREA_HA","HU23","2007",623570
"TOTAL","TOTAL","AGRAREA_HA","HU31","2007",433590
"TOTAL","TOTAL","AGRAREA_HA","HU32","2007",946620
"TOTAL","TOTAL","AGRAREA_HA","HU33","2007",957620
"TOTAL","TOTAL","AGRAREA_HA","IE01","2007",1819440
"TOTAL","TOTAL","AGRAREA_HA","IE02","2007",2319800
"TOTAL","TOTAL","AGRAREA_HA","ITC1","2007",1040180
"TOTAL","TOTAL","AGRAREA_HA","ITC2","2007",67880
"TOTAL","TOTAL","AGRAREA_HA","ITC3","2007",49410
"TOTAL","TOTAL","AGRAREA_HA","ITC4","2007",995320
"TOTAL","TOTAL","AGRAREA_HA","ITD1","2007",258010
"TOTAL","TOTAL","AGRAREA_HA","ITD2","2007",141130
"TOTAL","TOTAL","AGRAREA_HA","ITD3","2007",820200
"TOTAL","TOTAL","AGRAREA_HA","ITD4","2007",228060
"TOTAL","TOTAL","AGRAREA_HA","ITD5","2007",1052590
"TOTAL","TOTAL","AGRAREA_HA","ITE1","2007",806430
"TOTAL","TOTAL","AGRAREA_HA","ITE2","2007",339400
"TOTAL","TOTAL","AGRAREA_HA","ITE3","2007",496420
"TOTAL","TOTAL","AGRAREA_HA","ITE4","2007",674010
"TOTAL","TOTAL","AGRAREA_HA","ITF1","2007",434010
"TOTAL","TOTAL","AGRAREA_HA","ITF2","2007",200260
"TOTAL","TOTAL","AGRAREA_HA","ITF3","2007",562880
"TOTAL","TOTAL","AGRAREA_HA","ITF4","2007",1197380
"TOTAL","TOTAL","AGRAREA_HA","ITF5","2007",542260
"TOTAL","TOTAL","AGRAREA_HA","ITF6","2007",514050
"TOTAL","TOTAL","AGRAREA_HA","ITG1","2007",1251850
"TOTAL","TOTAL","AGRAREA_HA","ITG2","2007",1072470
"TOTAL","TOTAL","AGRAREA_HA","ITH1","2007",258010
"TOTAL","TOTAL","AGRAREA_HA","ITH2","2007",141130
"TOTAL","TOTAL","AGRAREA_HA","ITH3","2007",820200
"TOTAL","TOTAL","AGRAREA_HA","ITH4","2007",228060
"TOTAL","TOTAL","AGRAREA_HA","ITH5","2007",1065170
"TOTAL","TOTAL","AGRAREA_HA","ITI1","2007",806430
"TOTAL","TOTAL","AGRAREA_HA","ITI2","2007",339400
"TOTAL","TOTAL","AGRAREA_HA","ITI3","2007",483830
"TOTAL","TOTAL","AGRAREA_HA","ITI4","2007",674010
"TOTAL","TOTAL","AGRAREA_HA","LT00","2007",2648950
"TOTAL","TOTAL","AGRAREA_HA","LU00","2007",130880
"TOTAL","TOTAL","AGRAREA_HA","LV00","2007",1773840
"TOTAL","TOTAL","AGRAREA_HA","MT00","2007",10330
"TOTAL","TOTAL","AGRAREA_HA","NL11","2007",162180
"TOTAL","TOTAL","AGRAREA_HA","NL12","2007",234180
"TOTAL","TOTAL","AGRAREA_HA","NL13","2007",152170
"TOTAL","TOTAL","AGRAREA_HA","NL21","2007",209660
"TOTAL","TOTAL","AGRAREA_HA","NL22","2007",242940
"TOTAL","TOTAL","AGRAREA_HA","NL23","2007",90820
"TOTAL","TOTAL","AGRAREA_HA","NL31","2007",69950
"TOTAL","TOTAL","AGRAREA_HA","NL32","2007",132160
"TOTAL","TOTAL","AGRAREA_HA","NL33","2007",140880
"TOTAL","TOTAL","AGRAREA_HA","NL34","2007",120020
"TOTAL","TOTAL","AGRAREA_HA","NL41","2007",256850
"TOTAL","TOTAL","AGRAREA_HA","NL42","2007",102510
"TOTAL","TOTAL","AGRAREA_HA","NO01","2007",79620
"TOTAL","TOTAL","AGRAREA_HA","NO02","2007",212190
"TOTAL","TOTAL","AGRAREA_HA","NO03","2007",196940
"TOTAL","TOTAL","AGRAREA_HA","NO04","2007",132180
